Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26046,467,Increasing leaf size,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,467,Increasing leaf size,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,467,Increasing leaf size,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26049,467,Increasing leaf size,2013,6,7,158,2456451,9,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26050,467,Increasing leaf size,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,471,Falling leaves,2013,7,15,196,2456489,6,2013,7,15,196,2456489,1
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,471,Falling leaves,2013,7,25,206,2456499,1,2013,7,25,206,2456499,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,471,Falling leaves,2013,8,14,226,2456519,1,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,471,Falling leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,471,Falling leaves,2013,8,21,233,2456526,7,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,471,Falling leaves,2013,8,14,226,2456519,1,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26044,471,Falling leaves,2013,9,3,246,2456539,6,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,471,Falling leaves,2013,8,21,233,2456526,7,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26046,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,471,Falling leaves,2013,8,21,233,2456526,7,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,471,Falling leaves,2013,8,14,226,2456519,1,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,471,Falling leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26049,471,Falling leaves,2013,8,13,225,2456518,4,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26050,471,Falling leaves,2013,8,14,226,2456519,1,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,483,Leaves,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,483,Leaves,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,483,Leaves,2013,5,8,128,2456421,9,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26044,483,Leaves,2013,5,16,136,2456429,8,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,483,Leaves,2013,5,16,136,2456429,8,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26046,483,Leaves,2013,5,16,136,2456429,8,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,483,Leaves,2013,5,16,136,2456429,8,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,483,Leaves,2013,5,16,136,2456429,8,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26049,483,Leaves,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26050,483,Leaves,2013,5,29,149,2456442,13,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,498,Colored leaves,2013,7,15,196,2456489,6,2013,7,15,196,2456489,1
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,498,Colored leaves,2013,7,25,206,2456499,1,2013,7,25,206,2456499,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,498,Colored leaves,2013,8,14,226,2456519,1,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26041,498,Colored leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26042,498,Colored leaves,2013,8,14,226,2456519,1,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26043,498,Colored leaves,2013,8,9,221,2456514,2,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26044,498,Colored leaves,2013,8,13,225,2456518,4,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,498,Colored leaves,2013,7,25,206,2456499,1,2013,7,25,206,2456499,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,498,Colored leaves,2013,8,9,221,2456514,2,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26045,498,Colored leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26046,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26046,498,Colored leaves,2013,8,14,226,2456519,1,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,498,Colored leaves,2013,8,1,213,2456506,1,2013,8,1,213,2456506,6
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26047,498,Colored leaves,2013,8,9,221,2456514,2,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,498,Colored leaves,2013,8,9,221,2456514,2,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26048,498,Colored leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26049,498,Colored leaves,2013,8,14,226,2456519,1,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26049,498,Colored leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26050,498,Colored leaves,2013,8,14,226,2456519,1,2013,8,21,233,2456526,2
8538,44.338127,-68.063263,20,ME,62,Alnus,incana,gray alder,Plantae,26050,498,Colored leaves,2013,8,28,240,2456533,5,2013,10,18,291,2456584,-9999
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,4,23,113,2456406,5,2013,7,8,189,2456482,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,371,Breaking leaf buds,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,4,30,120,2456413,7,2013,6,24,175,2456468,7
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,7,5,186,2456479,4,2013,7,8,189,2456482,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,371,Breaking leaf buds,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,371,Breaking leaf buds,2013,4,30,120,2456413,7,2013,6,24,175,2456468,7
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,371,Breaking leaf buds,2013,7,5,186,2456479,4,2013,7,5,186,2456479,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,371,Breaking leaf buds,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,371,Breaking leaf buds,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,371,Breaking leaf buds,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,5,14,134,2456427,4,2013,7,8,189,2456482,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,467,Increasing leaf size,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,5,14,134,2456427,4,2013,7,8,189,2456482,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,467,Increasing leaf size,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,5,14,134,2456427,4,2013,7,8,189,2456482,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,7,25,206,2456499,4,2013,7,25,206,2456499,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,8,5,217,2456510,1,2013,8,5,217,2456510,5
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,467,Increasing leaf size,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,471,Falling leaves,2013,7,29,210,2456503,1,2013,7,29,210,2456503,6
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,471,Falling leaves,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,471,Falling leaves,2013,8,28,240,2456533,3,2013,8,28,240,2456533,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,483,Leaves,2013,5,7,127,2456420,5,2013,9,9,252,2456545,-9999
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28308,483,Leaves,2013,5,7,127,2456420,5,2013,9,9,252,2456545,-9999
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,483,Leaves,2013,5,7,127,2456420,5,2013,9,9,252,2456545,-9999
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28307,498,Colored leaves,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8733,44.365051,-68.206253,16,ME,62,Alnus,incana,gray alder,Plantae,28310,498,Colored leaves,2013,8,22,234,2456527,4,2013,8,22,234,2456527,3
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,371,Breaking leaf buds,2013,4,6,96,2456389,11,2013,4,6,96,2456389,4
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,371,Breaking leaf buds,2013,4,16,106,2456399,6,2013,4,30,120,2456413,7
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,467,Increasing leaf size,2013,4,24,114,2456407,8,2013,7,3,184,2456477,7
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,45483,467,Increasing leaf size,2013,5,13,133,2456426,-9999,2013,7,3,184,2456477,7
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,471,Falling leaves,2013,9,27,270,2456563,9,2013,11,16,320,2456613,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,45483,471,Falling leaves,2013,9,27,270,2456563,9,2013,11,16,320,2456613,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,483,Leaves,2013,4,24,114,2456407,8,2013,11,16,320,2456613,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,45483,483,Leaves,2013,5,13,133,2456426,-9999,2013,11,16,320,2456613,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,29929,498,Colored leaves,2013,9,27,270,2456563,9,2013,11,16,320,2456613,-9999
8902,35.520927,-83.309875,634,NC,102,Quercus,rubra,northern red oak,Plantae,45483,498,Colored leaves,2013,9,27,270,2456563,9,2013,11,7,311,2456604,9
8903,35.463467,-83.433441,568,NC,102,Quercus,rubra,northern red oak,Plantae,29945,467,Increasing leaf size,2013,5,7,127,2456420,34,2013,5,10,130,2456423,81
8903,35.463467,-83.433441,568,NC,102,Quercus,rubra,northern red oak,Plantae,29945,471,Falling leaves,2013,10,22,295,2456588,23,2013,11,29,333,2456626,22
8903,35.463467,-83.433441,568,NC,102,Quercus,rubra,northern red oak,Plantae,29945,483,Leaves,2013,5,7,127,2456420,34,2013,11,16,320,2456613,13
8903,35.463467,-83.433441,568,NC,102,Quercus,rubra,northern red oak,Plantae,29945,498,Colored leaves,2013,10,22,295,2456588,23,2013,11,29,333,2456626,22
9063,40.713669,-73.599754,21,NY,102,Quercus,rubra,northern red oak,Plantae,31048,471,Falling leaves,2013,9,10,253,2456546,-9999,2013,11,21,325,2456618,4
9063,40.713669,-73.599754,21,NY,102,Quercus,rubra,northern red oak,Plantae,31048,483,Leaves,2013,9,10,253,2456546,-9999,2013,12,11,345,2456638,-9999
9063,40.713669,-73.599754,21,NY,102,Quercus,rubra,northern red oak,Plantae,31048,498,Colored leaves,2013,9,10,253,2456546,-9999,2013,12,11,345,2456638,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31366,371,Breaking leaf buds,2013,4,25,115,2456408,6,2013,4,25,115,2456408,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31453,371,Breaking leaf buds,2013,4,25,115,2456408,-9999,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31454,371,Breaking leaf buds,2013,4,25,115,2456408,-9999,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31455,371,Breaking leaf buds,2013,4,25,115,2456408,-9999,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31456,371,Breaking leaf buds,2013,4,25,115,2456408,-9999,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31453,467,Increasing leaf size,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31454,467,Increasing leaf size,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31455,467,Increasing leaf size,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31456,467,Increasing leaf size,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31453,483,Leaves,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31454,483,Leaves,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31455,483,Leaves,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9082,45.37743,-68.497353,86,ME,99,Betula,papyrifera,paper birch,Plantae,31456,483,Leaves,2013,5,9,129,2456422,6,2013,5,9,129,2456422,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31545,371,Breaking leaf buds,2013,5,6,126,2456419,-9999,2013,5,8,128,2456421,8
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31546,371,Breaking leaf buds,2013,4,22,112,2456405,17,2013,5,16,136,2456429,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31545,471,Falling leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31546,471,Falling leaves,2013,9,23,266,2456559,-9999,2013,10,28,301,2456594,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51016,471,Falling leaves,2013,9,20,263,2456556,-9999,2013,10,21,294,2456587,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51017,471,Falling leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31545,483,Leaves,2013,5,8,128,2456421,2,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31546,483,Leaves,2013,5,6,126,2456419,6,2013,10,28,301,2456594,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51016,483,Leaves,2013,9,20,263,2456556,-9999,2013,10,21,294,2456587,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51017,483,Leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31545,498,Colored leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,31546,498,Colored leaves,2013,9,23,266,2456559,-9999,2013,10,28,301,2456594,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51016,498,Colored leaves,2013,9,20,263,2456556,-9999,2013,10,21,294,2456587,-9999
9124,43.6133,-72.54509,218,VT,99,Betula,papyrifera,paper birch,Plantae,51017,498,Colored leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,371,Breaking leaf buds,2013,10,11,284,2456577,3,2013,10,11,284,2456577,11
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31552,371,Breaking leaf buds,2013,5,6,126,2456419,34,2013,5,6,126,2456419,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,467,Increasing leaf size,2013,5,8,128,2456421,-9999,2013,5,8,128,2456421,153
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,467,Increasing leaf size,2013,10,11,284,2456577,3,2013,10,11,284,2456577,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31551,467,Increasing leaf size,2013,10,10,283,2456576,-9999,2013,10,10,283,2456576,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,471,Falling leaves,2013,9,23,266,2456559,-9999,2013,10,8,281,2456574,3
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,471,Falling leaves,2013,10,22,295,2456588,11,2013,10,27,300,2456593,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31551,471,Falling leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31552,471,Falling leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,483,Leaves,2013,5,8,128,2456421,33,2013,10,27,300,2456593,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31551,483,Leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31552,483,Leaves,2013,5,6,126,2456419,34,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31550,498,Colored leaves,2013,9,23,266,2456559,-9999,2013,10,27,300,2456593,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31551,498,Colored leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9124,43.6133,-72.54509,218,VT,102,Quercus,rubra,northern red oak,Plantae,31552,498,Colored leaves,2013,9,20,263,2456556,-9999,2013,10,25,298,2456591,-9999
9340,35.642353,-83.687431,510,TN,102,Quercus,rubra,northern red oak,Plantae,33126,467,Increasing leaf size,2013,4,20,110,2456403,7,2013,6,1,152,2456445,111
9340,35.642353,-83.687431,510,TN,102,Quercus,rubra,northern red oak,Plantae,33126,467,Increasing leaf size,2013,11,16,320,2456613,7,2013,11,16,320,2456613,-9999
9340,35.642353,-83.687431,510,TN,102,Quercus,rubra,northern red oak,Plantae,33126,471,Falling leaves,2013,11,9,313,2456606,7,2013,11,16,320,2456613,-9999
9340,35.642353,-83.687431,510,TN,102,Quercus,rubra,northern red oak,Plantae,33126,483,Leaves,2013,4,20,110,2456403,7,2013,11,16,320,2456613,-9999
