Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,180,>=75% of full leaf size (deciduous),2013,4,26,116,2456409,1,2013,4,26,116,2456409,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,181,>=50% of leaves colored (deciduous),2013,10,31,304,2456597,5,2013,10,31,304,2456597,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3232,181,>=50% of leaves colored (deciduous),2013,11,5,309,2456602,5,2013,11,5,309,2456602,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,181,>=50% of leaves colored (deciduous),2013,11,2,306,2456599,2,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,181,>=50% of leaves colored (deciduous),2013,11,2,306,2456599,9,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,182,All leaves colored (deciduous),2013,11,9,313,2456606,7,2013,11,9,313,2456606,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,182,All leaves colored (deciduous),2013,11,2,306,2456599,7,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,182,All leaves colored (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,183,>=50% of leaves fallen (deciduous),2013,11,14,318,2456611,5,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,183,>=50% of leaves fallen (deciduous),2013,11,14,318,2456611,5,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,184,All leaves fallen (deciduous),2013,11,21,325,2456618,7,2013,11,21,325,2456618,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,184,All leaves fallen (deciduous),2013,11,21,325,2456618,7,2013,11,21,325,2456618,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,371,Breaking leaf buds,2013,4,2,92,2456385,2,2013,4,2,92,2456385,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3232,371,Breaking leaf buds,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,371,Breaking leaf buds,2013,4,2,92,2456385,2,2013,4,2,92,2456385,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4268,371,Breaking leaf buds,2013,4,2,92,2456385,-9999,2013,4,2,92,2456385,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,371,Breaking leaf buds,2013,4,13,103,2456396,9,2013,4,13,103,2456396,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,371,Breaking leaf buds,2013,4,23,113,2456406,15,2013,4,23,113,2456406,5,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,471,Falling leaves,2013,11,10,314,2456607,7,2013,11,10,314,2456607,27,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,483,Leaves,2013,4,16,106,2456399,3,2013,4,16,106,2456399,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3232,483,Leaves,2013,4,25,115,2456408,1,2013,4,25,115,2456408,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,483,Leaves,2013,4,20,110,2456403,1,2013,4,20,110,2456403,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4330,483,Leaves,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4362,483,Leaves,2013,4,23,113,2456406,22,2013,4,28,118,2456411,5,2,6,0,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,3210,498,Colored leaves,2013,11,3,307,2456600,9,2013,11,10,314,2456607,27,2,8,1,0
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,498,Colored leaves,2013,10,10,283,2456576,5,2013,10,10,283,2456576,2,1,1,0,1
1668,40.866283,-73.875717,21,NY,79,Fagus,grandifolia,American beech,Plantae,4267,498,Colored leaves,2013,11,3,307,2456600,9,2013,11,10,314,2456607,27,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,6,2013,5,10,130,2456423,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,180,>=75% of full leaf size (deciduous),2013,5,12,132,2456425,2,2013,5,12,132,2456425,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,180,>=75% of full leaf size (deciduous),2013,5,4,124,2456417,2,2013,5,4,124,2456417,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,181,>=50% of leaves colored (deciduous),2013,10,31,304,2456597,5,2013,10,31,304,2456597,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,181,>=50% of leaves colored (deciduous),2013,10,18,291,2456584,1,2013,10,18,291,2456584,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,181,>=50% of leaves colored (deciduous),2013,10,24,297,2456590,7,2013,10,24,297,2456590,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,181,>=50% of leaves colored (deciduous),2013,10,24,297,2456590,7,2013,10,24,297,2456590,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,181,>=50% of leaves colored (deciduous),2013,10,18,291,2456584,1,2013,10,18,291,2456584,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,182,All leaves colored (deciduous),2013,11,2,306,2456599,9,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,182,All leaves colored (deciduous),2013,11,2,306,2456599,7,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,182,All leaves colored (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,182,All leaves colored (deciduous),2013,10,24,297,2456590,7,2013,10,24,297,2456590,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,182,All leaves colored (deciduous),2013,11,6,310,2456603,4,2013,11,6,310,2456603,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,183,>=50% of leaves fallen (deciduous),2013,11,9,313,2456606,7,2013,11,9,313,2456606,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,183,>=50% of leaves fallen (deciduous),2013,11,2,306,2456599,7,2013,11,2,306,2456599,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,183,>=50% of leaves fallen (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,183,>=50% of leaves fallen (deciduous),2013,11,9,313,2456606,7,2013,11,9,313,2456606,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,184,All leaves fallen (deciduous),2013,11,21,325,2456618,7,2013,11,21,325,2456618,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,184,All leaves fallen (deciduous),2013,11,21,325,2456618,7,2013,11,21,325,2456618,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,184,All leaves fallen (deciduous),2013,11,22,326,2456619,8,2013,11,22,326,2456619,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,184,All leaves fallen (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,184,All leaves fallen (deciduous),2013,11,29,333,2456626,7,2013,11,29,333,2456626,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,371,Breaking leaf buds,2013,4,10,100,2456393,4,2013,4,10,100,2456393,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,371,Breaking leaf buds,2013,4,10,100,2456393,4,2013,4,10,100,2456393,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,371,Breaking leaf buds,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,371,Breaking leaf buds,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,371,Breaking leaf buds,2013,4,2,92,2456385,2,2013,4,2,92,2456385,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,471,Falling leaves,2013,11,10,314,2456607,7,2013,11,10,314,2456607,27,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,471,Falling leaves,2013,11,10,314,2456607,7,2013,11,10,314,2456607,27,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,471,Falling leaves,2013,11,3,307,2456600,9,2013,11,3,307,2456600,7,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,483,Leaves,2013,4,20,110,2456403,1,2013,4,20,110,2456403,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,483,Leaves,2013,4,24,114,2456407,4,2013,4,24,114,2456407,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4336,483,Leaves,2013,4,24,114,2456407,6,2013,4,24,114,2456407,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4337,483,Leaves,2013,4,24,114,2456407,6,2013,4,24,114,2456407,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,483,Leaves,2013,4,20,110,2456403,1,2013,4,20,110,2456403,-9999,1,1,0,0
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,498,Colored leaves,2013,10,10,283,2456576,5,2013,10,10,283,2456576,2,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,3222,498,Colored leaves,2013,11,3,307,2456600,9,2013,11,10,314,2456607,27,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,498,Colored leaves,2013,10,10,283,2456576,5,2013,10,10,283,2456576,2,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,4266,498,Colored leaves,2013,11,3,307,2456600,9,2013,11,10,314,2456607,27,2,8,1,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,498,Colored leaves,2013,10,10,283,2456576,5,2013,10,10,283,2456576,2,1,1,0,1
1668,40.866283,-73.875717,21,NY,1159,Quercus,velutina,black oak,Plantae,38600,498,Colored leaves,2013,11,3,307,2456600,9,2013,11,10,314,2456607,27,2,8,1,1
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,180,>=75% of full leaf size (deciduous),2013,5,15,135,2456428,21,2013,5,15,135,2456428,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,182,All leaves colored (deciduous),2013,10,29,302,2456595,14,2013,10,29,302,2456595,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,184,All leaves fallen (deciduous),2013,11,5,309,2456602,21,2013,11,5,309,2456602,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,371,Breaking leaf buds,2013,4,18,108,2456401,7,2013,4,18,108,2456401,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,467,Increasing leaf size,2013,5,3,123,2456416,5,2013,5,11,131,2456424,11,2,9,0,0
2119,40.862221,-73.875191,26,NY,74,Fraxinus,americana,white ash,Plantae,38572,483,Leaves,2013,4,23,113,2456406,5,2013,4,23,113,2456406,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,181,>=50% of leaves colored (deciduous),2013,11,2,306,2456599,9,2013,11,2,306,2456599,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,182,All leaves colored (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,182,All leaves colored (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,183,>=50% of leaves fallen (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,183,>=50% of leaves fallen (deciduous),2013,11,14,318,2456611,12,2013,11,14,318,2456611,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,371,Breaking leaf buds,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,371,Breaking leaf buds,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4334,483,Leaves,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
2119,40.862221,-73.875191,26,NY,79,Fagus,grandifolia,American beech,Plantae,4335,483,Leaves,2013,4,13,103,2456396,2,2013,4,13,103,2456396,-9999,1,1,0,0
2120,40.863445,-73.876656,43,NY,74,Fraxinus,americana,white ash,Plantae,38575,180,>=75% of full leaf size (deciduous),2013,5,10,130,2456423,9,2013,5,10,130,2456423,-9999,1,1,0,0
2120,40.863445,-73.876656,43,NY,74,Fraxinus,americana,white ash,Plantae,38575,181,>=50% of leaves colored (deciduous),2013,8,18,230,2456523,17,2013,8,18,230,2456523,-9999,1,1,0,0
2120,40.863445,-73.876656,43,NY,74,Fraxinus,americana,white ash,Plantae,38575,182,All leaves colored (deciduous),2013,8,8,220,2456513,7,2013,8,8,220,2456513,-9999,1,1,0,0
2120,40.863445,-73.876656,43,NY,74,Fraxinus,americana,white ash,Plantae,38575,371,Breaking leaf buds,2013,4,16,106,2456399,5,2013,4,16,106,2456399,-9999,1,1,0,0
2120,40.863445,-73.876656,43,NY,74,Fraxinus,americana,white ash,Plantae,38575,483,Leaves,2013,4,27,117,2456410,3,2013,4,27,117,2456410,-9999,1,1,0,0
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,371,Breaking leaf buds,2013,4,29,119,2456412,7,2013,6,11,162,2456455,9,7,44,0,0
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,467,Increasing leaf size,2013,5,16,136,2456429,11,2013,6,11,162,2456455,9,5,27,0,1
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,467,Increasing leaf size,2013,10,25,298,2456591,8,2013,10,29,302,2456595,7,2,5,0,1
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,471,Falling leaves,2013,9,20,263,2456556,8,2013,10,17,290,2456583,8,5,28,0,0
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,483,Leaves,2013,5,16,136,2456429,11,2013,10,25,298,2456591,4,22,163,0,0
2394,45.425339,-93.186249,280,MN,99,Betula,papyrifera,paper birch,Plantae,5111,498,Colored leaves,2013,8,30,242,2456535,10,2013,10,29,302,2456595,7,10,61,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25816,371,Breaking leaf buds,2013,5,16,136,2456429,11,2013,6,11,162,2456455,9,5,27,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25818,371,Breaking leaf buds,2013,5,16,136,2456429,17,2013,6,20,171,2456464,8,6,36,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25816,467,Increasing leaf size,2013,5,16,136,2456429,11,2013,6,28,179,2456472,5,7,44,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25818,467,Increasing leaf size,2013,5,24,144,2456437,8,2013,7,18,199,2456492,11,9,56,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25816,471,Falling leaves,2013,9,20,263,2456556,8,2013,10,17,290,2456583,8,5,28,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25818,471,Falling leaves,2013,8,30,242,2456535,10,2013,10,17,290,2456583,8,8,49,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25816,483,Leaves,2013,5,16,136,2456429,11,2013,10,1,274,2456567,6,19,139,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25818,483,Leaves,2013,5,24,144,2456437,8,2013,10,1,274,2456567,6,18,131,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25816,498,Colored leaves,2013,8,30,242,2456535,10,2013,10,7,280,2456573,10,7,39,0,0
2394,45.425339,-93.186249,280,MN,873,Fraxinus,nigra,black ash,Plantae,25818,498,Colored leaves,2013,8,30,242,2456535,10,2013,10,1,274,2456567,6,6,33,0,0
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,371,Breaking leaf buds,2013,5,16,136,2456429,11,2013,5,29,149,2456442,9,3,14,0,0
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,467,Increasing leaf size,2013,5,24,144,2456437,8,2013,6,11,162,2456455,2,4,19,0,1
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,467,Increasing leaf size,2013,6,28,179,2456472,15,2013,6,28,179,2456472,5,1,1,0,1
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,471,Falling leaves,2013,8,30,242,2456535,10,2013,11,5,309,2456602,7,11,68,0,0
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,483,Leaves,2013,5,24,144,2456437,8,2013,10,25,298,2456591,4,21,155,0,1
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,483,Leaves,2013,11,5,309,2456602,7,2013,11,5,309,2456602,7,1,1,0,1
2395,45.402004,-93.204147,277,MN,99,Betula,papyrifera,paper birch,Plantae,5117,498,Colored leaves,2013,8,30,242,2456535,10,2013,11,5,309,2456602,7,11,68,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6406,371,Breaking leaf buds,2013,4,11,101,2456394,1,2013,4,21,111,2456404,1,10,11,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,371,Breaking leaf buds,2013,4,13,103,2456396,1,2013,4,21,111,2456404,1,8,9,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6406,467,Increasing leaf size,2013,4,13,103,2456396,1,2013,6,12,163,2456456,1,55,61,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,467,Increasing leaf size,2013,4,15,105,2456398,1,2013,6,15,166,2456459,1,56,62,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6406,483,Leaves,2013,4,13,103,2456396,1,2013,11,11,315,2456608,3,174,213,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,483,Leaves,2013,4,14,104,2456397,1,2013,9,28,271,2456564,1,139,168,0,1
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,483,Leaves,2013,9,30,273,2456566,1,2013,11,11,315,2456608,3,33,43,0,1
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6406,498,Colored leaves,2013,9,30,273,2456566,1,2013,11,11,315,2456608,3,33,43,0,0
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,498,Colored leaves,2013,10,14,287,2456580,2,2013,11,2,306,2456599,1,14,20,0,1
2772,36.440838,-84.323586,384,TN,79,Fagus,grandifolia,American beech,Plantae,6407,498,Colored leaves,2013,11,4,308,2456601,1,2013,11,11,315,2456608,3,7,8,0,1
5076,64.925751,-147.880295,311,AK,99,Betula,papyrifera,paper birch,Plantae,9574,371,Breaking leaf buds,2013,5,23,143,2456436,2,2013,5,23,143,2456436,3,1,1,0,0
5076,64.925751,-147.880295,311,AK,99,Betula,papyrifera,paper birch,Plantae,9574,467,Increasing leaf size,2013,5,26,146,2456439,3,2013,5,30,150,2456443,8,2,5,0,0
5076,64.925751,-147.880295,311,AK,99,Betula,papyrifera,paper birch,Plantae,9574,471,Falling leaves,2013,10,8,281,2456574,12,2013,10,8,281,2456574,12,1,1,0,0
5076,64.925751,-147.880295,311,AK,99,Betula,papyrifera,paper birch,Plantae,9574,483,Leaves,2013,5,26,146,2456439,3,2013,8,22,234,2456527,12,8,89,0,0
5076,64.925751,-147.880295,311,AK,99,Betula,papyrifera,paper birch,Plantae,9574,498,Colored leaves,2013,9,3,246,2456539,12,2013,10,8,281,2456574,12,4,36,0,0
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10274,371,Breaking leaf buds,2013,4,18,108,2456401,6,2013,4,18,108,2456401,22,1,1,0,0
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10275,467,Increasing leaf size,2013,4,18,108,2456401,6,2013,4,18,108,2456401,22,1,1,0,0
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10274,471,Falling leaves,2013,3,26,85,2456378,10,2013,3,26,85,2456378,7,1,1,0,1
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10274,471,Falling leaves,2013,4,12,102,2456395,10,2013,4,12,102,2456395,6,1,1,0,1
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10275,471,Falling leaves,2013,3,26,85,2456378,10,2013,3,26,85,2456378,7,1,1,0,0
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10274,483,Leaves,2013,1,2,2,2456295,-9999,2013,4,12,102,2456395,6,14,101,0,1
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10274,483,Leaves,2013,5,10,130,2456423,22,2013,6,30,181,2456474,-9999,4,52,0,1
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10275,483,Leaves,2013,1,2,2,2456295,-9999,2013,4,2,92,2456385,10,13,91,0,1
5229,34.01189,-84.355904,300,GA,79,Fagus,grandifolia,American beech,Plantae,10275,483,Leaves,2013,4,18,108,2456401,6,2013,6,30,181,2456474,-9999,5,74,0,1
5327,44.989223,-93.193871,308,MN,99,Betula,papyrifera,paper birch,Plantae,11361,371,Breaking leaf buds,2013,4,29,119,2456412,25,2013,5,18,138,2456431,5,8,20,0,0
5327,44.989223,-93.193871,308,MN,99,Betula,papyrifera,paper birch,Plantae,11361,467,Increasing leaf size,2013,5,8,128,2456421,2,2013,5,8,128,2456421,1,1,1,0,1
5327,44.989223,-93.193871,308,MN,99,Betula,papyrifera,paper birch,Plantae,11361,467,Increasing leaf size,2013,5,12,132,2456425,3,2013,5,23,143,2456436,8,3,12,0,1
5327,44.989223,-93.193871,308,MN,99,Betula,papyrifera,paper birch,Plantae,11361,483,Leaves,2013,5,8,128,2456421,2,2013,5,8,128,2456421,1,1,1,0,1
5327,44.989223,-93.193871,308,MN,99,Betula,papyrifera,paper birch,Plantae,11361,483,Leaves,2013,5,12,132,2456425,3,2013,6,8,159,2456452,-9999,5,28,0,1
